customer_id,age,credit_score,salary,closure_event_flag,is_churn
1165,48,719,40727.14,1,1
1166,45,739,66671.67,0,0
1167,59,545,49838.92,1,1
1168,53,534,123211.29,0,0
1169,21,752,146646.52,0,0
1170,47,581,44483.72,1,1
1171,33,755,140223.82,0,0
1172,61,696,95649.09,0,0
1173,23,802,46667.7,1,1
1174,59,509,159564.85,0,0
1175,26,811,129496.7,0,0
1176,28,785,51180.29,1,1
1177,47,741,170474.15,0,0
1178,29,750,113288.29,0,0
1179,57,504,102576.51,0,0
1180,53,618,26490.6,1,1
1181,62,788,82096.6,0,0
1182,64,564,48424.28,1,1
1183,44,645,150191.64,0,0
1184,35,723,64899.06,0,0
1185,52,738,94063.66,0,0
1186,52,676,42380.34,1,1
1187,44,766,98070.37,0,0
1188,61,840,106817.85,0,0
1189,32,781,107191.76,0,0
1190,59,562,113561.49,0,0
1191,22,716,101763.63,0,0
1192,23,841,99719.67,0,0
1193,57,814,143357.74,0,0
1194,37,782,146241.35,0,0
1195,22,676,85486.42,0,0
1196,22,597,51010.07,0,0
1197,48,604,146584.37,0,0
1198,43,598,56092.6,1,1
1199,57,810,125318.62,0,0
1200,52,505,80858.2,0,0
1201,53,696,65283.57,1,1
1202,21,632,183591.7,0,0
1203,39,758,23430.19,1,1
1204,22,522,117647.43,0,0
1205,64,552,111946.51,0,0
1206,46,664,139544.98,0,0
1207,52,701,134192.17,0,0
1208,26,582,145087.46,0,0
1209,52,644,104302.09,0,0
1210,24,584,128502.94,0,0
1211,31,577,106438.3,0,0
1212,37,500,93557.11,0,0
1213,58,550,118974.61,0,0
1214,44,672,96937.18,0,0
1215,25,704,149343.17,0,0
1216,54,759,98451.99,0,0
1217,26,787,129088.65,0,0
1218,42,533,61243.82,1,1
1219,31,847,126926.57,0,0
1220,36,594,106900.09,0,0
1221,53,571,88569.72,0,0
1222,29,538,132094.32,0,0
1223,26,653,57618.2,1,1
1224,36,749,127149.62,0,0
1225,49,661,109278.93,0,0
1226,23,617,86801.59,0,0
1227,40,758,147079.46,0,0
1228,56,805,31024.82,1,1
1229,39,767,105825.98,0,0
1230,46,553,48904.02,1,1
1231,23,735,146050.49,0,0
1232,39,721,108574.04,0,0
1233,40,750,47781.06,1,1
1234,52,812,126090.81,0,0
1235,27,611,52696.58,1,1
1236,61,754,141427.3,0,0
1237,53,802,115777.48,0,0
1238,60,706,100399.1,0,0
1239,59,728,135215.97,0,0
1240,38,840,91446.73,0,0
1241,60,565,45631.65,1,1
1242,21,574,48293.16,1,1
1243,31,602,48948.26,1,1
1244,48,691,130733.28,0,0
1245,45,751,129561.04,0,0
1246,43,725,107772.63,0,0
1247,51,793,127432.74,0,0
1248,50,805,96921.68,0,0
1249,62,597,132595.46,0,0
1250,55,837,141696.17,0,0
1251,27,785,110547.85,0,0
1252,36,834,105122.46,0,0
1253,46,846,89688.07,0,0
1254,22,807,156448.88,0,0
1255,21,748,107108.4,0,0
1256,32,665,34406.08,1,1
1257,25,834,127503.89,0,0
1258,57,529,127055.19,0,0
1259,52,746,138664.0,0,0
1260,29,605,48167.42,1,1
1261,61,550,60096.62,1,1
1262,55,580,87158.37,0,0
1263,39,632,105518.62,0,0
1264,36,784,96203.74,0,0
1265,23,637,112409.58,0,0
1266,40,683,55288.38,1,1
1267,44,829,110568.04,0,0
1268,53,772,110558.73,0,0
1269,44,839,119590.03,0,0
1270,31,568,109859.38,0,0
1271,28,533,118315.22,0,0
1272,56,761,50027.99,1,1
1273,58,552,41394.86,1,1
1274,60,704,145080.33,0,0
1275,40,625,171421.31,0,0
1276,55,734,134233.99,0,0
1277,45,542,175861.97,0,0
1278,55,739,100587.95,0,0
1279,45,610,172282.12,0,0
1280,49,748,31735.79,1,1
1281,38,650,112949.53,0,0
1282,38,682,117003.19,0,0
1283,22,835,114534.48,0,0
1284,55,594,122146.01,0,0
1285,36,507,105499.3,0,0
1286,61,683,140749.05,0,0
1287,56,780,106179.12,0,0
1288,53,694,136390.26,0,0
1289,24,694,158193.09,0,0
1290,53,654,111072.44,0,0
1291,34,592,139859.59,0,0
1292,41,659,133978.98,0,0
1293,40,560,176322.17,0,0
1294,28,621,107379.24,0,0
1295,27,550,139876.79,0,0
1296,23,776,79349.72,0,0
1297,37,504,107603.54,0,0
1298,53,591,128834.82,0,0
1299,32,669,60809.54,1,1
1300,42,816,89351.67,0,0
1301,42,521,139652.27,0,0
1302,50,825,118419.41,0,0
1303,58,500,81961.81,0,0
1304,58,632,49933.83,1,1
1305,28,732,162729.03,0,0
1306,47,511,91989.43,0,0
1307,47,845,117251.56,0,0
1308,54,545,95334.03,0,0
1309,41,533,108285.43,0,0
1310,50,577,34047.17,1,1
1311,53,717,113211.89,0,0
1312,48,800,155039.14,0,0
1313,53,572,43109.19,1,1
1314,25,781,110931.55,1,0
1315,39,748,107435.01,0,0
1316,24,546,97600.03,0,0
1317,55,620,38710.71,1,1
1318,37,713,128830.18,0,0
1319,64,738,119505.37,0,0
1320,48,555,104409.86,0,0
1321,50,849,81280.93,0,0
1322,49,606,122654.47,0,0
1323,26,818,108261.2,0,0
1324,55,547,115117.56,0,0
1325,61,560,127616.55,0,0
1326,57,836,57454.93,0,0
1327,44,525,81668.13,0,0
1328,49,791,177411.08,0,0
1329,51,756,107334.74,0,0
1330,55,507,57064.17,0,0
1331,53,612,83751.5,0,0
1332,41,752,182111.68,0,0
1333,52,679,102425.06,0,0
1334,43,706,47980.52,1,1
1335,53,802,123027.95,0,0
1336,23,626,107875.82,0,0
1337,38,555,139386.14,0,0
1338,45,713,38179.66,1,1
1339,62,513,83971.68,0,0
1340,51,527,107691.22,0,0
1341,23,577,86427.39,0,0
1342,60,715,105480.56,0,0
1343,44,653,28891.56,1,1
1344,52,513,123303.42,0,0
1345,42,686,153265.43,0,0
1346,43,811,124884.38,0,0
1347,22,506,39694.92,1,1
1348,47,502,61896.9,1,1
1349,62,610,105243.11,0,0
1350,22,737,45261.22,1,1
1351,46,738,20314.57,1,1
1352,37,773,128596.12,0,0
1353,60,793,139222.43,0,0
1354,53,726,141037.32,0,0
1355,29,514,55835.85,1,1
1356,63,691,146298.76,0,0
1357,59,618,47602.66,1,1
1358,49,527,140267.59,0,0
1359,62,701,133379.34,0,0
1360,46,538,140465.77,0,0
1361,55,772,89874.91,0,0
1362,45,730,52122.71,1,1
1363,44,585,46202.26,1,1
1364,33,625,37778.19,1,1
1365,27,799,99534.58,0,0
1366,56,524,142993.69,0,0
1367,40,644,122847.99,0,0
1368,21,512,78138.89,0,0
1369,28,711,97595.26,0,0
1370,36,524,106842.64,0,0
1371,34,567,157645.46,0,0
1372,32,566,153254.58,0,0
1373,43,732,20000.0,1,1
1374,35,608,43919.62,1,1
1375,48,645,142839.87,0,0
1376,54,610,91480.51,0,0
1377,22,727,120170.08,0,0
1378,52,610,131290.82,0,0
1379,43,533,46420.51,1,1
1380,42,610,41261.73,1,1
1381,45,763,162165.98,0,0
1382,42,735,133969.24,0,0
1383,42,582,142938.63,0,0
1384,62,541,58689.83,0,0
1385,26,600,158949.22,0,0
1386,35,505,31687.7,1,1
1387,63,679,100782.84,0,0
1388,57,781,115634.05,0,0
1389,53,819,30197.16,1,1
1390,28,725,146198.55,0,0
1391,64,814,111615.11,0,0
1392,64,728,101534.23,0,0
1393,25,788,115798.62,0,0
1394,59,649,147950.39,0,0
1395,24,776,123286.46,0,0
1396,26,697,84757.66,0,0
1397,52,569,35775.67,1,1
1398,50,611,96775.5,0,0
1399,55,503,58482.8,1,1
1400,60,849,37669.94,1,1
1401,36,830,131430.75,0,0
1402,33,817,39071.72,1,1
1403,62,849,111359.76,0,0
1404,50,594,54505.38,1,1
1405,39,651,197178.88,0,0
1406,37,810,131219.51,0,0
1407,39,636,94259.13,0,0
1408,48,746,62145.27,1,1
1409,46,742,130764.32,0,0
1410,57,530,61261.79,0,0
1411,46,539,23261.79,1,1
1412,43,728,130910.63,0,0
1413,29,535,153158.55,0,0
1414,32,722,150553.08,0,0
1415,21,505,122779.3,0,0
1416,21,821,157865.92,0,0
1417,54,719,41105.82,1,1
1418,52,574,120698.79,0,0
1419,45,503,130454.68,0,0
1420,60,834,75817.57,0,0
1421,21,633,52940.17,1,1
1422,36,617,49575.37,1,1
1423,59,593,108909.54,0,0
1424,25,561,54352.38,1,1
1425,42,693,119100.11,0,0
1426,49,834,33055.6,1,1
1427,23,702,146772.38,0,0
1428,32,525,31120.54,1,1
1429,46,672,62832.05,0,0
1430,36,799,123143.78,0,0
1431,57,632,119645.05,0,0
1432,42,825,98448.75,0,0
1433,49,617,122375.0,0,0
1434,34,823,93118.39,0,0
1435,48,774,128246.0,0,0
1436,25,711,185823.11,0,0
1437,50,724,74859.86,0,0
1438,25,519,107093.95,0,0
1439,32,612,103087.37,0,0
1440,36,639,47914.5,1,1
1441,46,546,145498.11,0,0
1442,46,500,133570.66,0,0
1443,41,589,141219.16,0,0
1444,59,641,120762.39,0,0
1445,56,819,46527.18,1,1
1446,53,537,92132.87,0,0
1447,50,792,138656.49,0,0
1448,57,638,124270.8,0,0
1449,43,832,151505.19,0,0
1450,30,758,127331.55,0,0
1451,25,660,90424.63,0,0
1452,56,677,43762.1,1,1
1453,54,509,134120.35,0,0
1454,51,760,137758.31,0,0
1455,30,637,141377.72,0,0
1456,39,671,93786.9,0,0
1457,52,512,89974.25,0,0
1458,21,667,115254.94,0,0
1459,25,629,45941.79,1,1
1460,24,583,45100.23,1,1
1461,36,820,131374.3,0,0
1462,44,818,131376.53,0,0
1463,36,600,139019.32,0,0
1464,22,828,161611.01,0,0
1465,48,772,159047.66,0,0
1466,52,764,105134.85,0,0
1467,47,537,46884.16,1,1
1468,40,593,103036.77,0,0
1469,44,594,37825.15,1,1
1470,32,804,110958.87,0,0
1471,55,568,169197.47,0,0
1472,53,817,120469.51,0,0
1473,53,735,136342.8,0,0
1474,63,833,36386.16,1,1
1475,57,636,111334.17,0,0
1476,32,575,54621.99,1,1
1477,23,534,118034.56,0,0
1478,21,500,37189.8,1,1
1479,53,795,88888.54,0,0
1480,60,819,34894.06,1,1
1481,30,559,168409.73,0,0
1482,63,819,138552.07,0,0
1483,64,848,124685.5,0,0
1484,49,827,68636.33,1,1
1485,33,766,49213.6,1,1
1486,32,728,117335.13,0,0
1487,51,769,143878.85,0,0
1488,22,815,42614.67,1,1
1489,55,785,37209.86,1,1
1490,43,790,23343.55,1,1
1491,37,712,129545.98,0,0
1492,46,664,124076.53,0,0
1493,28,504,119806.77,0,0
1494,49,838,85383.83,0,0
1495,46,577,144077.22,0,0
1496,30,561,100443.27,0,0
1497,46,631,93007.73,0,0
1498,54,588,52461.87,1,1
1499,61,736,139728.35,0,0
